request_id,requested_by,requester_role,request_date,target_company_raw,target_company_canonical_key,target_account_match_tier,crm_account_id,crm_account_name,crm_domain_group,crm_competing_candidates,domain_hints,target_person_raw,target_person_match_tier,target_title_raw,target_title_family,deal_value_usd,urgency,declared_status,declared_path_found_flag,connector_asked,routed,asked_date,connector_responded,response_date,intro_sent,intro_date,meeting_booked,opportunity_created,derived_state,state_evidence_rank,state_evidence,state_confidence,has_terminal_evidence,owner_known,next_action_known,slack_thread_present,slack_message_count,slack_reply_count,slack_intents,slack_volunteer_offer,slack_referral_suggestion,slack_bump,slack_duplicate_query,slack_explicit_state_statement,first_reply_date,first_substantive_reply_date,last_observed_activity,days_since_activity,inactivity_bucket,potentially_stale
R1057,Curtis Hartigan,"AE, Financial Services",2026-06-16,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,Chief Information Officer,cio,250000,High,Stalled,Unknown,Tomás Beckett,True,2026-06-21,Y,2026-07-03,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,bump; qualification_question; routing_challenge; unclassified,False,False,True,False,False,2026-06-16,,2026-07-03,38,30d+,True
R1058,Curtis Hartigan,"AE, Financial Services",2026-01-01,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,Imani Salcedo-Prendergast,T6_unmatched,Chief Data Officer,cdo_data,80000,Medium,Open,Path found,Priya Raghunathan,True,2026-01-02,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,3,2,qualification_question; referral_suggestion; unclassified,False,True,False,False,False,2026-01-02,2026-01-03,2026-01-03,219,30d+,True
R1059,Bertrand Vandermolen,"AE, EMEA",2025-09-06,,,E_unmatched,,,,,,,T6_unmatched,VP Data & Analytics,cdo_data,250000,High,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,possible_duplicate_query; unclassified,False,False,False,True,False,2025-09-07,,2025-09-07,337,30d+,True
R1060,Nadia Okonkwo,"AE, Industrials",2025-08-15,Vireo Systems,vireosystems,E_unmatched,,,,,,,T6_unmatched,VP Enterprise Architecture,,80000,Medium,Open,,Elena Duvall,True,2025-08-19,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2025-08-19,356,30d+,True
R1061,Bertrand Vandermolen,"AE, EMEA",2026-02-21,Pemberton Retail,pembertonretail,B_probable_name_exact,A1023,Pemberton Retail,,,,Astrid Kirkbride-Norrington,T6_unmatched,Head of Developer Productivity,devprod,1200000,Medium,Stalled,No path found,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,referral_suggestion; unclassified,False,True,False,False,False,2026-02-21,2026-02-21,2026-02-22,169,30d+,True
R1062,Bertrand Vandermolen,"AE, EMEA",2026-05-09,Larkhall Software,larkhallsoftware,B_probable_name_exact,A1022,Larkhall Software,,,,,T6_unmatched,Head of Developer Productivity,devprod,400000,Critical,Intro sent,No path found,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,3,2,no_knowledge; referral_suggestion; unclassified,False,True,False,False,False,2026-05-09,2026-05-13,2026-05-13,89,30d+,True
R1063,Sloane Fairweather,Strategic AE,2025-11-06,Silverbrook Paper,silverbrookpaper,B_probable_shared_domain_group,,,DG_silverbrookpaper.com,A91032:Silverbrook Paper Corp; A1032:Silverbrook Paper,,,T6_unmatched,Chief Operating Officer,coo,80000,High,Routed,Path found,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,4,3,blocker_note; bump; possible_duplicate_query; unclassified,False,False,True,True,False,2025-11-07,,2025-11-10,273,30d+,True
R1064,Yusuf Petrossian,SDR Lead,2025-08-14,Thistledown Energy,thistledownenergy,B_probable_name_exact,A1046,Thistledown Energy,,,,Margot Rushworth-Fontaine,T6_unmatched,Chief Data Officer,cdo_data,1200000,Low,Routed,Unknown,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; routing_challenge; unclassified,False,False,False,True,False,2025-08-15,,2025-08-15,360,30d+,True
R1065,Bertrand Vandermolen,"AE, EMEA",2026-04-08,,,E_unmatched,,,,,,,T6_unmatched,Director of Software Engineering,cto,80000,High,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,2,1,no_knowledge; unclassified,False,False,False,False,False,2026-04-11,,2026-04-11,121,30d+,True
R1066,Curtis Hartigan,"AE, Financial Services",2026-06-25,Kingsmere Retail Group,kingsmereretail,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,750000,Medium,Open,No path found,Yusuf Petrossian,True,2026-07-01,Y,2026-07-06,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,2,1,unclassified; volunteer_offer,True,False,False,False,False,2026-06-27,2026-06-27,2026-07-06,35,30d+,True
R1067,Curtis Hartigan,"AE, Financial Services",2025-10-22,Redtree Foods,redtreefoods,E_unmatched,,,,,,,T6_unmatched,Head of Platform Engineering,platform,1200000,Medium,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2025-10-22,292,30d+,True
R1068,Rafael Salcedo,"AE, Transport & Logistics",2026-02-14,Calderon Aerospace,calderonaerospace,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,150000,Medium,Closed - no path,Unknown,Priya Raghunathan,True,2026-02-15,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2026-02-15,176,30d+,True
R1069,Sloane Fairweather,Strategic AE,2025-10-30,Apex Logistics Group,apexlogistics,B_probable_shared_domain_group,,,DG_apexlogistics.com,"A91001:Apex Logistics, Inc.; A1001:Apex Logistics",,Espen Wolstenholme-Vandermolen,T6_unmatched,SVP Digital,cdo_digital,1200000,Medium,Closed - no path,,Marcus Aldridge,True,2025-11-01,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2025-11-01,282,30d+,True
R1070,Imani Mkhize,"Enterprise AE, West",2026-05-07,,,E_unmatched,,,,,,,T6_unmatched,SVP Digital,cdo_digital,400000,High,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,qualification_question; unclassified,False,False,False,False,False,2026-05-09,,2026-05-10,92,30d+,True
R1071,Curtis Hartigan,"AE, Financial Services",2026-01-29,,,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,400000,Critical,Closed - no path,,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-01-29,193,30d+,True
R1072,Sloane Fairweather,Strategic AE,2025-10-31,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,SVP Digital,cdo_digital,750000,Low,Open,Path found,Tomás Beckett,True,2025-11-03,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,3,2,no_knowledge; referral_suggestion; unclassified,False,True,False,False,False,2025-11-02,2025-11-02,2025-11-04,279,30d+,True
R1073,Nadia Okonkwo,"AE, Industrials",2025-12-20,Volney Industrial Systems,volneyindustrialsystems,B_probable_name_exact,A1049,Volney Industrial Systems,,,,,T6_unmatched,Chief Information Officer,cio,80000,Low,Closed - no path,,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,3,2,qualification_question; referral_suggestion; unclassified,False,True,False,False,False,2025-12-23,2025-12-24,2025-12-24,229,30d+,True
R1074,Bertrand Vandermolen,"AE, EMEA",2026-06-03,Redtree Foods,redtreefoods,E_unmatched,,,,,,,T6_unmatched,VP Data & Analytics,cdo_data,750000,High,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; unclassified,False,False,False,True,False,2026-06-05,,2026-06-07,64,30d+,True
R1075,Hana Nakashima,"AE, Healthcare",2026-02-25,Vireo Systems,vireosystems,E_unmatched,,,,,,,T6_unmatched,VP Engineering,engineering_exec,750000,Medium,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; possible_duplicate_query; unclassified,False,False,False,True,False,2026-02-26,,2026-02-27,164,30d+,True
R1076,Imani Mkhize,"Enterprise AE, West",2026-01-27,,,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,250000,Critical,Open,Path found,Tomás Beckett,True,2026-01-27,Y,2026-01-29,Y,2026-02-07,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,3,2,entity_warning; no_knowledge; possible_duplicate_query,False,False,False,True,False,2026-01-28,,2026-02-07,184,30d+,False
R1077,Rafael Salcedo,"AE, Transport & Logistics",2026-02-26,Nortonbury Logistics,nortonburylogistics,B_probable_name_exact,A1039,Nortonbury Logistics,,,,,T6_unmatched,Head of Developer Productivity,devprod,750000,Low,Open,Path found,Marcus Aldridge,True,2026-03-04,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2026-03-04,159,30d+,True
R1078,Hana Nakashima,"AE, Healthcare",2025-11-11,Cobalt Lane Capital Markets,cobaltlanecapitalmarkets,B_probable_name_exact,A1038,Cobalt Lane Capital Markets,,,,,T6_unmatched,VP Engineering,engineering_exec,2000000,Medium,Intro sent,Path found,Tomás Beckett,True,2025-11-16,Y,2025-11-18,Y,2025-11-26,Y,N,meeting_booked,1_outcome_event,intro_outcomes row: meeting_booked=Y,high,True,True,True,True,2,1,bump; possible_duplicate_query,False,False,True,True,False,2025-11-12,,2025-11-26,257,30d+,False
R1079,Curtis Hartigan,"AE, Financial Services",2026-06-23,Cobalt Lane,cobaltlane,C_similar_but_distinct,,,,A1038:Cobalt Lane Capital Markets(57.9),,,T6_unmatched,Chief Operating Officer,coo,150000,Medium,Closed - no path,Path found,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; entity_warning; unclassified,False,False,False,False,False,2026-06-24,,2026-06-24,47,30d+,True
R1080,Hana Nakashima,"AE, Healthcare",2026-01-14,Volney Industrial Systems,volneyindustrialsystems,B_probable_name_exact,A1049,Volney Industrial Systems,,,,,T6_unmatched,VP Engineering,engineering_exec,750000,High,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,referral_suggestion; routing_challenge; unclassified,False,True,False,False,False,2026-01-14,2026-01-14,2026-01-16,206,30d+,True
R1081,Curtis Hartigan,"AE, Financial Services",2025-09-30,Sablefield Motors,sablefieldmotors,B_probable_name_exact,A1005,Sablefield Motors,,,,,T6_unmatched,SVP Digital,cdo_digital,80000,Low,Open,No path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,bump; no_knowledge; unclassified,False,False,True,False,False,2025-10-03,,2025-10-04,310,30d+,True
R1082,Sloane Fairweather,Strategic AE,2025-08-02,,,E_unmatched,,,,,,,T6_unmatched,Chief Information Officer,cio,400000,Medium,Stalled,Path found,Priya Raghunathan,True,2025-08-05,Y,2025-08-17,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,bump; possible_duplicate_query; unclassified,False,False,True,True,False,2025-08-02,,2025-08-17,358,30d+,True
R1083,Nadia Okonkwo,"AE, Industrials",2026-06-04,,,E_unmatched,,,,,thistledownenergy.com; thistledownenergy.com,Perrine Hartigan-Thackeray,T6_unmatched,VP Engineering,engineering_exec,750000,Critical,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-06-04,67,30d+,True
R1084,Bertrand Vandermolen,"AE, EMEA",2026-07-13,Hollowbrook Grocers,hollowbrookgrocers,B_probable_shared_domain_group,,,DG_hollowbrook.com,A1024:Hollowbrook Grocers; A91024:Hollowbrook Grocers Inc.,,,T6_unmatched,VP Engineering,engineering_exec,2000000,Critical,Open,Path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,no_knowledge; possible_duplicate_query; referral_suggestion; unclassified,False,True,False,True,False,2026-07-13,2026-07-13,2026-07-17,24,14-29d,False
R1085,Yusuf Petrossian,SDR Lead,2026-04-27,,,E_unmatched,,,,,,Matteo Petrossian-Lomsadze,T6_unmatched,Director of Software Engineering,cto,80000,Medium,Open,Path found,Tomás Beckett,True,2026-04-30,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,2,1,possible_duplicate_query; unclassified,False,False,False,True,False,2026-05-01,,2026-05-01,101,30d+,True
R1086,Sloane Fairweather,Strategic AE,2026-02-17,Ironvale Steel,ironvalesteel,B_probable_name_exact,A1009,Ironvale Steel,,,,,T6_unmatched,VP Enterprise Architecture,,150000,Critical,Open,,Priya Raghunathan,True,2026-02-20,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,4,3,no_knowledge; possible_duplicate_query; referral_suggestion; unclassified,False,True,False,True,False,2026-02-17,2026-02-18,2026-02-20,171,30d+,True
R1087,Curtis Hartigan,"AE, Financial Services",2026-02-10,Silverbrook,silverbrook,D_ambiguous,,,,A91032:Silverbrook Paper Corp(78.6); A1032:Silverbrook Paper(78.6),,,T6_unmatched,VP Data & Analytics,cdo_data,400000,Critical,Routed,,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,4,3,blocker_note; possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2026-02-11,,2026-02-14,177,30d+,True
R1088,Curtis Hartigan,"AE, Financial Services",2026-04-09,Thornbury,thornbury,E_unmatched,,,,,,,T6_unmatched,Chief Technology Officer,cto,400000,Critical,Closed - no path,Unknown,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,3,2,entity_warning; no_knowledge; unclassified,False,False,False,False,False,2026-04-10,,2026-04-11,121,30d+,True
R1089,Hana Nakashima,"AE, Healthcare",2026-02-18,Ironvale Steel,ironvalesteel,B_probable_name_exact,A1009,Ironvale Steel,,,,Saoirse Halloran-Crowther,T6_unmatched,VP Enterprise Architecture,,400000,High,Closed - no path,Path found,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,2,1,qualification_question; unclassified,False,False,False,False,False,2026-02-22,,2026-02-22,169,30d+,True
R1090,Hana Nakashima,"AE, Healthcare",2025-12-17,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,VP Engineering,engineering_exec,400000,Medium,Closed - no path,,Tomás Beckett,True,2025-12-20,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,3,2,no_knowledge; possible_duplicate_query; unclassified,False,False,False,True,False,2025-12-18,,2025-12-20,233,30d+,True
R1091,Yusuf Petrossian,SDR Lead,2026-04-14,Blackwood Industrial,blackwoodindustrial,C_similar_but_distinct,,,,A1010:Blackwood Holdings(62.1),,,T6_unmatched,Chief Digital Officer,cdo_digital,150000,High,Stalled,Unknown,Elena Duvall,True,2026-04-17,Y,2026-04-24,Y,2026-05-02,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,4,3,blocker_note; possible_duplicate_query; unclassified,False,False,False,True,False,2026-04-16,,2026-05-02,100,30d+,False
R1092,Sloane Fairweather,Strategic AE,2026-03-28,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,,T6_unmatched,VP Enterprise Architecture,,750000,Critical,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-03-28,135,30d+,True
R1093,Curtis Hartigan,"AE, Financial Services",2025-12-16,Strathmore Rail,strathmorerail,C_similar_but_distinct,,,,A1026:Strathmore Holdings(80.0),,,T6_unmatched,Head of Platform Engineering,platform,1200000,Critical,Closed - no path,,Marcus Aldridge,True,2025-12-16,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,4,3,possible_duplicate_query; referral_suggestion; routing_challenge; unclassified,False,True,False,True,False,2025-12-17,2025-12-18,2025-12-19,234,30d+,True
R1094,Hana Nakashima,"AE, Healthcare",2026-06-23,Strathmore Rail,strathmorerail,C_similar_but_distinct,,,,A1026:Strathmore Holdings(80.0),,,T6_unmatched,VP Data & Analytics,cdo_data,750000,High,Open,Path found,Marcus Aldridge,True,2026-06-23,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2026-06-23,48,30d+,True
R1095,Rafael Salcedo,"AE, Transport & Logistics",2025-12-24,,,E_unmatched,,,,,,Yusuf Sandoval-Drummond,T6_unmatched,Chief Digital Officer,cdo_digital,750000,Critical,Open,Path found,Marcus Aldridge,True,2025-12-30,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2025-12-30,223,30d+,True
R1096,Sloane Fairweather,Strategic AE,2026-03-25,Silverbrook,silverbrook,D_ambiguous,,,,A91032:Silverbrook Paper Corp(78.6); A1032:Silverbrook Paper(78.6),,,T6_unmatched,Head of Developer Productivity,devprod,750000,High,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,blocker_note; possible_duplicate_query; routing_challenge; unclassified,False,False,False,True,False,2026-03-25,,2026-03-28,135,30d+,True
R1097,Nadia Okonkwo,"AE, Industrials",2025-12-04,Pemberton Retail,pembertonretail,B_probable_name_exact,A1023,Pemberton Retail,,,,,T6_unmatched,VP Data & Analytics,cdo_data,400000,Low,Intro sent,,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,4,3,blocker_note; bump; no_knowledge; unclassified,False,False,True,False,False,2025-12-05,,2025-12-08,245,30d+,True
R1098,Curtis Hartigan,"AE, Financial Services",2026-03-20,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,,T6_unmatched,Chief Data Officer,cdo_data,150000,Medium,Open,Unknown,Tomás Beckett,True,2026-03-26,Y,2026-03-28,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,referral_suggestion; routing_challenge; unclassified,False,True,False,False,False,2026-03-20,2026-03-20,2026-03-28,135,30d+,True
R1099,Nadia Okonkwo,"AE, Industrials",2026-01-09,Aldergate Telecom,aldergatetelecom,B_probable_name_exact,A1027,Aldergate Telecom,,,,,T6_unmatched,VP Enterprise Architecture,,400000,Critical,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,no_knowledge; unclassified,False,False,False,False,False,2026-01-12,,2026-01-12,210,30d+,True
R1100,Curtis Hartigan,"AE, Financial Services",2026-05-08,Northwind Freight,northwindfreight,B_probable_name_exact,A1003,Northwind Freight,,,,Priya Oyelaran-Havercamp,T6_unmatched,Chief Technology Officer,cto,750000,High,Closed - no path,,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,3,2,bump; possible_duplicate_query; unclassified,False,False,True,True,False,2026-05-08,,2026-05-12,90,30d+,True
R1101,Imani Mkhize,"Enterprise AE, West",2026-05-09,Calderon Aerospace,calderonaerospace,E_unmatched,,,,,,,T6_unmatched,Head of Developer Productivity,devprod,80000,High,Open,,Priya Raghunathan,True,2026-05-11,Y,2026-05-21,Y,2026-05-30,Y,N,meeting_booked,1_outcome_event,intro_outcomes row: meeting_booked=Y,high,True,True,True,True,2,1,routing_challenge; unclassified,False,False,False,False,False,2026-05-12,,2026-05-30,72,30d+,False
R1102,Yusuf Petrossian,SDR Lead,2025-10-27,Strathmore Rail,strathmorerail,C_similar_but_distinct,,,,A1026:Strathmore Holdings(80.0),,,T6_unmatched,VP Engineering,engineering_exec,400000,Low,Routed,Path found,Marcus Aldridge,True,2025-10-31,Y,2025-11-01,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,blocker_note; no_knowledge; possible_duplicate_query; unclassified,False,False,False,True,False,2025-10-27,,2025-11-01,282,30d+,True
R1103,Nadia Okonkwo,"AE, Industrials",2025-11-29,,,E_unmatched,,,,,,,T6_unmatched,SVP Digital,cdo_digital,250000,High,Intro sent,No path found,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2025-11-29,254,30d+,True
R1104,Bertrand Vandermolen,"AE, EMEA",2025-12-20,Ellerby Semiconductor,ellerbysemiconductor,B_probable_shared_domain_group,,,DG_ellerbysemi.com,"A91020:Ellerby Semiconductor, Inc.; A1020:Ellerby Semiconductor",,,T6_unmatched,VP Engineering,engineering_exec,2000000,Medium,Open,,Tomás Beckett,True,2025-12-22,Y,2025-12-28,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,blocker_note; bump; possible_duplicate_query; routing_challenge,False,False,True,True,False,2025-12-21,,2025-12-28,225,30d+,True
R1105,Imani Mkhize,"Enterprise AE, West",2025-09-14,Thornbury Financial,thornburyfinancial,B_probable_name_exact,A1015,THORNBURYFINANCIAL,,,,Wren Kettleborough-Jarrold,T6_unmatched,Chief Information Officer,cio,2000000,High,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,bump; no_knowledge; unclassified,False,False,True,False,False,2025-09-15,,2025-09-18,326,30d+,True
R1106,Yusuf Petrossian,SDR Lead,2026-07-14,,,E_unmatched,,,,,,Arjun Lindqvist-Lomsadze,T6_unmatched,Head of Developer Productivity,devprod,80000,Critical,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,qualification_question; routing_challenge; unclassified,False,False,False,False,False,2026-07-14,,2026-07-18,23,14-29d,False
R1107,Nadia Okonkwo,"AE, Industrials",2025-11-05,Vireo Systems,vireosystems,E_unmatched,,,,,,,T6_unmatched,Head of Developer Productivity,devprod,750000,High,Intro sent,Path found,Elena Duvall,True,2025-11-09,Y,2025-11-14,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,no_knowledge; possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2025-11-05,,2025-11-14,269,30d+,True
R1108,Yusuf Petrossian,SDR Lead,2025-10-09,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,Mei Sandoval-Kettleborough,T6_unmatched,VP Engineering,engineering_exec,250000,Critical,Stalled,No path found,Hana Nakashima,True,2025-10-11,Y,2025-10-23,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,5,4,blocker_note; bump; unclassified; volunteer_offer,True,False,True,False,False,2025-10-09,2025-10-09,2025-10-23,291,30d+,True
R1109,Bertrand Vandermolen,"AE, EMEA",2025-10-24,Ravensmoor Defense,ravensmoordefense,B_probable_name_exact,A1031,Ravensmoor Defense,,,,,T6_unmatched,VP Engineering,engineering_exec,150000,Critical,Closed - no path,No path found,,False,,,,,,,,volunteered_no_recorded_followup,2_explicit_slack_statement,someone offered to help in Slack; no outcome row and no recorded follow-up,medium,False,False,False,True,3,2,qualification_question; unclassified; volunteer_offer,True,False,False,False,False,2025-10-24,2025-10-26,2025-10-26,288,30d+,True
R1110,Sloane Fairweather,Strategic AE,2026-07-13,,,E_unmatched,,,,,,Rosalind Isenberg-Prendergast,T6_unmatched,Chief Technology Officer,cto,250000,High,Stalled,,Marcus Aldridge,True,2026-07-16,Y,2026-07-22,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,True,True,3,2,blocker_note; no_knowledge; unclassified,False,False,False,False,False,2026-07-13,,2026-07-22,19,14-29d,False
R1111,Imani Mkhize,"Enterprise AE, West",2026-01-29,Vantage Ridge Utilities,vantageridgeutilities,B_probable_name_exact,A1007,Vantage Ridge Utilities,,,,,T6_unmatched,Chief Operating Officer,coo,1200000,Medium,Intro sent,Unknown,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,2,1,qualification_question; unclassified,False,False,False,False,False,2026-02-01,,2026-02-01,190,30d+,True
R1112,Yusuf Petrossian,SDR Lead,2026-01-15,,,E_unmatched,,,,,,Nadia Mkhize-Ferreira,T6_unmatched,VP Engineering,engineering_exec,80000,High,Closed - no path,,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,2,1,qualification_question; unclassified,False,False,False,False,False,2026-01-19,,2026-01-19,203,30d+,True
R1113,Imani Mkhize,"Enterprise AE, West",2026-02-01,Kingsmere Retail Group,kingsmereretail,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,150000,Medium,Open,Path found,Dana Whitfield,True,2026-02-03,Y,2026-02-04,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,2,1,referral_suggestion; unclassified,False,True,False,False,False,2026-02-05,2026-02-05,2026-02-05,186,30d+,True
