request_id,request_date,connector,connector_type,connector_reachable,edge_type,target_entity,target_entity_title,target_entity_company,same_title_family,source_file,relationship_date,recency_days_at_request,availability,confidence,limitations
R1057,2026-06-16,Tomás Beckett,Internal,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_beckett.csv,2026-03-16,92.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1057,2026-06-16,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Amara Thackeray,Chief Operating Officer,Harrowgate Health,False,connections_raghunathan.csv,2018-10-25,2791.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1057,2026-06-16,Owen Trask,Investor,True,export_colleague_at_target_account,Ingrid Marchetti,Head of Developer Productivity,Harrowgate Health,False,connections_trask.csv,2016-01-02,3818.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1057,2026-06-16,Dana Whitfield,Internal,True,export_colleague_at_target_account,Amara Thackeray,Chief Operating Officer,Harrowgate Health,False,connections_whitfield.csv,2016-11-21,3494.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1057,2026-06-16,Dana Whitfield,Internal,True,export_colleague_at_target_account,Ingrid Marchetti,Head of Developer Productivity,Harrowgate Health,False,connections_whitfield.csv,2017-10-05,3176.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1057,2026-06-16,Amara Thackeray,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Harrowgate Health,,Harrowgate Health,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1057,2026-06-16,Ingrid Marchetti,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Harrowgate Health,,Harrowgate Health,False,investor_network.csv,2015-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1058,2026-01-01,Elena Duvall,Advisor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_duvall.csv,2018-07-13,2729.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1058,2026-01-01,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_raghunathan.csv,2016-11-20,3329.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1058,2026-01-01,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1058,2026-01-01,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1058,2026-01-01,Priya Fairweather,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1060,2025-08-15,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Arjun Cathcart,Head of Developer Productivity,Vireo Systems,False,connections_aldridge.csv,2025-10-27,-73.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1060,2025-08-15,Elena Duvall,Advisor,True,export_colleague_at_target_account,Arjun Cathcart,Head of Developer Productivity,Vireo Systems,False,connections_duvall.csv,2026-01-23,-161.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1060,2025-08-15,Priya Raghunathan,Investor/Advisor,True,investor_portfolio_board_seat,Vireo Systems,,Vireo Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership.
R1060,2025-08-15,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Vireo Systems,,Vireo Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1063,2025-11-06,Owen Trask,Investor,True,export_colleague_at_target_account,Elena Rushworth,Head of Automation,Silverbrook Paper,False,connections_trask.csv,2019-11-27,2171.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1066,2026-06-25,Tomás Beckett,Internal,True,export_colleague_at_target_account,Kofi Mkhize,VP Engineering,Kingsmere Retail Group,False,connections_beckett.csv,2016-03-26,3743.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1066,2026-06-25,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Saoirse Quillane,VP Data & Analytics,Kingsmere Retail Group,False,connections_raghunathan.csv,2021-10-27,1702.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1066,2026-06-25,Owen Trask,Investor,True,export_colleague_at_target_account,Kofi Mkhize,VP Engineering,Kingsmere Retail Group,False,connections_trask.csv,2016-05-20,3688.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1066,2026-06-25,Dana Whitfield,Internal,True,export_colleague_at_target_account,Saoirse Quillane,VP Data & Analytics,Kingsmere Retail Group,False,connections_whitfield.csv,2023-12-11,927.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1066,2026-06-25,Kofi Mkhize,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Kingsmere Retail Group,,Kingsmere Retail Group,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1067,2025-10-22,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Niall Grimsby,Chief Data Officer,Redtree Foods,False,connections_aldridge.csv,2020-02-25,2066.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1067,2025-10-22,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Coretta Bellinger,VP Data & Analytics,Redtree Foods,False,connections_raghunathan.csv,2014-07-03,4129.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1067,2025-10-22,Owen Trask,Investor,True,export_colleague_at_target_account,Niall Grimsby,Chief Data Officer,Redtree Foods,False,connections_trask.csv,2017-11-17,2896.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1067,2025-10-22,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Redtree Foods,,Redtree Foods,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1067,2025-10-22,Renata Halloran-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Redtree Foods,,Redtree Foods,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1067,2025-10-22,Niall Grimsby,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Redtree Foods,,Redtree Foods,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1067,2025-10-22,Coretta Bellinger,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Redtree Foods,,Redtree Foods,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1068,2026-02-14,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Camille Fairweather,VP Engineering,Calderon Aerospace,False,connections_aldridge.csv,2025-10-19,118.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1068,2026-02-14,Elena Duvall,Advisor,True,export_colleague_at_target_account,Sabine Underhill,VP Enterprise Architecture,Calderon Aerospace,False,connections_duvall.csv,2022-08-26,1268.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1068,2026-02-14,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Camille Fairweather,VP Engineering,Calderon Aerospace,False,connections_raghunathan.csv,2026-08-05,-172.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1068,2026-02-14,Owen Trask,Investor,True,export_colleague_at_target_account,Sabine Underhill,VP Enterprise Architecture,Calderon Aerospace,False,connections_trask.csv,2021-12-24,1513.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1069,2025-10-30,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Astrid Salcedo,VP Data & Analytics,Apex Logistics Group,False,connections_aldridge.csv,2023-11-25,705.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1069,2025-10-30,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Curtis Prendergast,SVP Digital,Apex Logistics,True,connections_aldridge.csv,2019-08-28,2255.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1069,2025-10-30,Elena Duvall,Advisor,True,export_colleague_at_target_account,Curtis Prendergast,SVP Digital,Apex Logistics,True,connections_duvall.csv,2022-02-04,1364.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1069,2025-10-30,Espen Rushworth-Oyelaran,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Apex Logistics Group,,Apex Logistics Group,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1072,2025-10-31,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_aldridge.csv,2024-04-17,562.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1072,2025-10-31,Tomás Beckett,Internal,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_beckett.csv,2026-03-16,-136.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1072,2025-10-31,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Amara Thackeray,Chief Operating Officer,Harrowgate Health,False,connections_raghunathan.csv,2018-10-25,2563.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1072,2025-10-31,Owen Trask,Investor,True,export_colleague_at_target_account,Ingrid Marchetti,Head of Developer Productivity,Harrowgate Health,False,connections_trask.csv,2016-01-02,3590.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1072,2025-10-31,Dana Whitfield,Internal,True,export_colleague_at_target_account,Amara Thackeray,Chief Operating Officer,Harrowgate Health,False,connections_whitfield.csv,2016-11-21,3266.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1072,2025-10-31,Dana Whitfield,Internal,True,export_colleague_at_target_account,Ingrid Marchetti,Head of Developer Productivity,Harrowgate Health,False,connections_whitfield.csv,2017-10-05,2948.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1072,2025-10-31,Amara Thackeray,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Harrowgate Health,,Harrowgate Health,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1072,2025-10-31,Ingrid Marchetti,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Harrowgate Health,,Harrowgate Health,False,investor_network.csv,2015-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1073,2025-12-20,Curtis Sandoval-Glückstein,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1073,2025-12-20,Priya Dobrescu-Prendergast,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1073,2025-12-20,Bertrand Achterberg-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1073,2025-12-20,Freya Oldfield-Ibarra,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1074,2026-06-03,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Niall Grimsby,Chief Data Officer,Redtree Foods,True,connections_aldridge.csv,2020-02-25,2290.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1074,2026-06-03,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Coretta Bellinger,VP Data & Analytics,Redtree Foods,True,connections_raghunathan.csv,2014-07-03,4353.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1074,2026-06-03,Owen Trask,Investor,True,export_colleague_at_target_account,Niall Grimsby,Chief Data Officer,Redtree Foods,True,connections_trask.csv,2017-11-17,3120.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1074,2026-06-03,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Redtree Foods,,Redtree Foods,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1074,2026-06-03,Renata Halloran-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Redtree Foods,,Redtree Foods,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1074,2026-06-03,Niall Grimsby,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Redtree Foods,,Redtree Foods,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1074,2026-06-03,Coretta Bellinger,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Redtree Foods,,Redtree Foods,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1075,2026-02-25,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Arjun Cathcart,Head of Developer Productivity,Vireo Systems,False,connections_aldridge.csv,2025-10-27,121.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1075,2026-02-25,Elena Duvall,Advisor,True,export_colleague_at_target_account,Arjun Cathcart,Head of Developer Productivity,Vireo Systems,False,connections_duvall.csv,2026-01-23,33.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1075,2026-02-25,Priya Raghunathan,Investor/Advisor,True,investor_portfolio_board_seat,Vireo Systems,,Vireo Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership.
R1075,2026-02-25,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Vireo Systems,,Vireo Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1077,2026-02-26,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Anouk Kirkbride,Head of Developer Productivity,Nortonbury Logistics,True,connections_aldridge.csv,2026-07-07,-131.0,post_dates_request,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1077,2026-02-26,Elena Duvall,Advisor,True,export_colleague_at_target_account,Nadia Ferreira,Program Manager,Nortonbury Logistics,False,connections_duvall.csv,2025-07-30,211.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1077,2026-02-26,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Zaid Fontaine,Chief Operating Officer,Nortonbury Logistics,False,connections_raghunathan.csv,2024-11-24,459.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1077,2026-02-26,Owen Trask,Investor,True,export_colleague_at_target_account,Anouk Kirkbride,Head of Developer Productivity,Nortonbury Logistics,True,connections_trask.csv,2026-09-17,-203.0,post_dates_request,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1077,2026-02-26,Owen Trask,Investor,True,export_colleague_at_target_account,Nadia Ferreira,Program Manager,Nortonbury Logistics,False,connections_trask.csv,2024-03-25,703.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1077,2026-02-26,Dana Whitfield,Internal,True,export_colleague_at_target_account,Zaid Fontaine,Chief Operating Officer,Nortonbury Logistics,False,connections_whitfield.csv,2026-10-19,-235.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1077,2026-02-26,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Nortonbury Logistics,,Nortonbury Logistics,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1077,2026-02-26,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Nortonbury Logistics,,Nortonbury Logistics,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1077,2026-02-26,Renata Halloran-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Nortonbury Logistics,,Nortonbury Logistics,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1077,2026-02-26,Perrine Brenneman-Wexford,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Nortonbury Logistics,,Nortonbury Logistics,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1078,2025-11-11,Tomás Beckett,Internal,True,export_colleague_at_target_account,Greta Petrossian,Head of Automation,Cobalt Lane Capital Markets,False,connections_beckett.csv,2025-07-17,117.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1078,2025-11-11,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Greta Petrossian,Head of Automation,Cobalt Lane Capital Markets,False,connections_raghunathan.csv,2023-11-21,721.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1078,2025-11-11,Malik Thackeray-Okonkwo,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Cobalt Lane Capital Markets,,Cobalt Lane Capital Markets,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1080,2026-01-14,Curtis Sandoval-Glückstein,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1080,2026-01-14,Priya Dobrescu-Prendergast,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1080,2026-01-14,Bertrand Achterberg-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1080,2026-01-14,Freya Oldfield-Ibarra,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Volney Industrial Systems,,Volney Industrial Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1084,2026-07-13,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Freya Havercamp,Staff Engineer,Hollowbrook Grocers,False,connections_raghunathan.csv,2022-05-16,1519.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1084,2026-07-13,Dana Whitfield,Internal,True,export_colleague_at_target_account,Freya Havercamp,Staff Engineer,Hollowbrook Grocers,False,connections_whitfield.csv,2020-12-25,2026.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1084,2026-07-13,Priya Raghunathan,Investor/Advisor,True,investor_portfolio_board_seat,Hollowbrook Grocers,,Hollowbrook Grocers,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership.
R1084,2026-07-13,Arjun Fairweather-Brenneman,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Hollowbrook Grocers,,Hollowbrook Grocers,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1084,2026-07-13,Priya Dobrescu-Prendergast,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Hollowbrook Grocers,,Hollowbrook Grocers,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1086,2026-02-17,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Tomás Ferreira,VP Enterprise Architecture,Ironvale Steel,False,connections_aldridge.csv,2018-11-19,2647.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1086,2026-02-17,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Tanvi Eastcott,Chief Data Officer,Ironvale Steel,False,connections_aldridge.csv,2026-07-05,-138.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1086,2026-02-17,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Tanvi Eastcott,Chief Data Officer,Ironvale Steel,False,connections_raghunathan.csv,2027-07-04,-502.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1086,2026-02-17,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Tomás Ferreira,VP Enterprise Architecture,Ironvale Steel,False,connections_raghunathan.csv,2017-06-21,3163.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1086,2026-02-17,Callum Oldfield-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Ironvale Steel,,Ironvale Steel,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1086,2026-02-17,Matteo Falkenrath-Merriweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Ironvale Steel,,Ironvale Steel,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1086,2026-02-17,Tomás Ferreira,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Ironvale Steel,,Ironvale Steel,False,investor_network.csv,2015-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1089,2026-02-18,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Tomás Ferreira,VP Enterprise Architecture,Ironvale Steel,False,connections_aldridge.csv,2018-11-19,2648.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1089,2026-02-18,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Tanvi Eastcott,Chief Data Officer,Ironvale Steel,False,connections_aldridge.csv,2026-07-05,-137.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1089,2026-02-18,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Tanvi Eastcott,Chief Data Officer,Ironvale Steel,False,connections_raghunathan.csv,2027-07-04,-501.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1089,2026-02-18,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Tomás Ferreira,VP Enterprise Architecture,Ironvale Steel,False,connections_raghunathan.csv,2017-06-21,3164.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1089,2026-02-18,Callum Oldfield-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Ironvale Steel,,Ironvale Steel,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1089,2026-02-18,Matteo Falkenrath-Merriweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Ironvale Steel,,Ironvale Steel,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1089,2026-02-18,Tomás Ferreira,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Ironvale Steel,,Ironvale Steel,False,investor_network.csv,2015-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1090,2025-12-17,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_aldridge.csv,2024-04-17,609.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1090,2025-12-17,Tomás Beckett,Internal,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_beckett.csv,2026-03-16,-89.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
